fried_rice,0.9988571678
tandoori_chicken,0.9979251904
rice_pudding,0.9977139025
indian_cuisine,0.9973795494
goat_curry,0.9973515268
basmati_rice,0.9972619251
hot_sauce,0.9971551904
rogan_josh,0.9968048116
gulab_jamun,0.9968048116
flat_bread,0.9963913043
lamb_vindaloo,0.9962362841
the_naan_was,0.9957809331
ice_cream,0.9957419251
chicken_tikka,0.9957419251
bhindi_masala,0.9955272358
tikka_masala,0.9952619251
south_india,0.9950752584
mother_india,0.9949419251
tomato_soup,0.9941075884
garlic_naan,0.9936366619
chicken_tikka_masala,0.9917971014
chick_peas,0.9913521800
coconut_chicken,0.9901498533
veggie_korma,0.9884051904
curry_house,0.9884051904
south_indian,0.9867162841
masala_dosai,0.9859393269
lunch_buffet,0.9857139025
date_night,0.9852760616
curry_houses,0.9852760616
mango_chutney,0.9784051904
india_oven,0.9757280390
mantra_masala,0.9677419251
saag_paneer,0.9672619251
shrimp_vindaloo,0.9659393269
channa_masala,0.9652760616
the_indian_sampler,0.9639418983
yogurt_sauce,0.9584051904
star_review,0.9584051904
brown_rice,0.9584051904
eggplant_dish,0.9563913043
chicken_wings,0.9562999272
tandoori_times,0.9561295494
customer_service,0.9561295494
white_meat,0.9559393269
chicken_tikki_masala,0.9546110209
masala_dosa,0.9478315268
mutter_paneer,0.9477419251
mattar_paneer,0.9477419251
coconut_chutney,0.9477419251
lamb_korma,0.9475803526
veggie_samosas,0.9473795494
lunch_buffets,0.9473795494
vegetable_samosa,0.9471551904
lamb_rogan_josh,0.9467162841
lentil_soup,0.9466882615
lamb_chops,0.9449419251
vegetable_biryani,0.9446893269
south_indian_cuisine,0.9436332606
lemon_rice,0.9422551164
tamarind_sauce,0.9384051904
main_dishes,0.9375803526
nan_bread,0.9373795494
mint_chutney,0.9373795494
menu_items,0.9373795494
chana_masala,0.9371682615
beer_selection,0.9371551904
garlic_nan,0.9367162841
bombay_spice,0.9360119251
mango_lassi,0.9352619251
spice_levels,0.9351427283
spice_level,0.9349419251
matter_paneer,0.9346893269
curry_leaf,0.9340260616
india_palace,0.9336919251
naan_bread,0.9335442862
multiple_times,0.9322551164
palak_paneer,0.9277419251
reasonable_price,0.9271551904
nice_atmosphere,0.9271551904
small_portions,0.9263913043
shrimp_curry,0.9259393269
chicken_tiki_masala,0.9252507305
chicken_tikka_marsala,0.9238252584
veggie_options,0.9222551164
fresh_ingredients,0.9222551164
vegetarian_options,0.9173795494
dinner_menu,0.9173559936
super_spicy,0.9159393269
peshwari_naan,0.9152760616
chicken_tika_masala,0.9133610209
medium_spice,0.9127070938
paneer_pakora,0.9073559936
mango_ice_cream,0.9067162841
lunch_specials,0.9067162841
yelp_reviews,0.9061295494
mint_indian_bistro,0.9030279663
star_rating,0.9024760616
poor_service,0.9022551164
vegetable_curry,0.8986059936
india_masala,0.8973795494
dining_area,0.8963303526
vegan_options,0.8961295494
butter_chicken,0.8931948462
chickpea_curry,0.8922551164
paneer_tikka_masala,0.8884051904
taj_palace,0.8872619251
chai_tea,0.8872619251
vegetable_korma,0.8863303526
mixed_grill,0.8860119251
main_dish,0.8859393269
chutney_bar,0.8859393269
highly_recommend,0.8852619251
terrible_service,0.8822551164
