rice_pudding,0.9991561533
chicken_tikka_masala,0.9991561533
butter_chicken,0.9991561533
indian_cuisine,0.9978907113
tandoori_chicken,0.9967429702
palak_paneer,0.9966447079
basmati_rice,0.9950763035
tikka_masala,0.9930380883
chicken_tikka,0.9930380883
fried_rice,0.9897952591
flat_bread,0.9868540826
the_naan_was,0.9840432037
gulab_jamun,0.9823934540
ice_cream,0.9795650574
the_indian_sampler,0.9793705393
coconut_chicken,0.9770668397
hot_sauce,0.9768424098
south_india,0.9764555860
mother_india,0.9763590022
garlic_naan,0.9730380883
rogan_josh,0.9693844892
tomato_soup,0.9673247408
lamb_vindaloo,0.9669728553
goat_curry,0.9668179360
spice_level,0.9625064521
chick_peas,0.9612320202
lunch_buffet,0.9538273398
paneer_tikka_masala,0.9395964205
india_oven,0.8951149522
eggplant_dish,0.8951149522
chana_masala,0.8945320050
weekend_buffet,0.8944581441
chilli_chicken,0.8944581441
small_portions,0.8768540826
lunch_hour,0.8689716016
bhindi_masala,0.8668540826
menu_items,0.8504787735
saag_paneer,0.8456092189
mango_ice_cream,0.8435965702
south_indian_dishes,0.8431737862
naan_bread,0.8383669018
buffet_style,0.8329936524
india_masala,0.8294827842
medium_spice,0.8251149522
chicken_tikki_masala,0.8240316365
chicken_tika_masala,0.8170673507
chicken_pakora,0.8163621920
lentil_soup,0.8097952591
masala_dosa,0.7827928746
spice_levels,0.7811087770
indo_chinese_food,0.7724489800
lamb_chops,0.7692627289
lamb_tikka_masala,0.7682316901
nice_atmosphere,0.7680906401
loved_the_food,0.7660468430
lamb_samosa,0.7609253831
prices_are_pretty,0.7597459222
slow_service,0.7593852928
the_service_was,0.7558079096
onion_naan,0.7493852928
nice_decor,0.7493852928
chicken_tikka_marsala,0.7493093127
vegetarian_options,0.7450331148
great_prices,0.7429180537
terrible_service,0.7397253831
pretty_decent,0.7389707355
mango_lassi,0.7376638779
customer_service,0.7376328502
curry_sauce,0.7361386283
the_bay_area,0.7317686584
medium_spicy,0.7258841830
highly_recommend_this_place,0.7234113556
paneer_masala,0.7211354168
long_wait,0.7132878842
vegetable_dishes,0.7129180537
india_palace,0.7124257141
nice_touch,0.7097952591
tamarind_sauce,0.7058698718
garlic_naan_bread,0.7030924098
great_flavor,0.7009600569
main_dish,0.7002207355
regular_menu,0.6993498891
i_ordered_the,0.6958079096
lamb_saag,0.6878595392
indian_curry_bowl,0.6870169539
indian_restaurants,0.6862907113
excellent_service,0.6826991873
friendly_staff,0.6788337812
lamb_rogan_josh,0.6770207669
meat_dishes,0.6711386283
veggie_dishes,0.6674315113
indian_lunch_buffets,0.6664287187
cottage_cheese,0.6641016269
huge_menu,0.6635029398
visiting_vegas,0.6593593127
chickpea_curry,0.6593593127
vegetarian_vegan,0.6574306451
buffet_items,0.6529180537
restaurants_in_las_vegas,0.6523110716
chili_chicken,0.6469152611
highly_recommended,0.6468702224
garlic_nan,0.6462919497
indian_food,0.6462907113
tasted_great,0.6448886283
the_chicken_tiki_masala,0.6417686584
indian_restaurants_in_las_vegas,0.6405895366
the_portion_sizes,0.6400039525
the_free_chai,0.6400039525
veggie_samosas,0.6380310801
veggie_options,0.6369807961
lunch_specials,0.6352394273
main_dishes,0.6346325002
the_food_quality,0.6286403162
indian_joint,0.6283825002
the_chicken_curry,0.6280520809
vegetable_biryani,0.6222984432
the_parking_lot,0.6200039525
the_dining_room,0.6200039525
enjoy_the_food,0.6197411105
lunch_buffets,0.6181853632
i_ordered_the_chicken_tikka,0.6180554231
free_mango_lassi,0.6150547115
mint_chutney,0.6126739373
the_dinner_menu,0.6117686584
had_the_chicken_tikka_masala,0.6111804231
curry_house,0.6076496489
carrot_halwa,0.6058197911
the_food_was,0.6058079096
the_food_is,0.6058079096
indian_food_in_town,0.5976210559
the_chicken_tikka_masala,0.5973493476
the_waiter_brought,0.5968789525
tandoori_times,0.5966447079
my_husband_ordered,0.5960570533
shrimp_curry,0.5954768636
pretty_small,0.5945374226
was_craving_indian_food,0.5917686584
lamb_curry,0.5911386283
other_indian_buffets,0.5889596995
mango_chutney,0.5873574411
familiar_with_indian_food,0.5837914083
coconut_chutney,0.5826257910
the_dining_area,0.5800039525
the_chicken_makhani,0.5800039525
the_chicken_biryani,0.5800039525
the_lamb_korma,0.5794157172
my_favorite_dish,0.5793965233
in_las_vegas,0.5789223469
bombay_spice,0.5732892432
most_indian_places,0.5703233359
the_mosque_kitchen,0.5694412927
the_chicken_masala,0.5686403162
pretty_nice,0.5645374226
other_indian_places,0.5640208149
a_fan_of_indian_food,0.5637891188
an_indian_lunch_buffet,0.5633428713
indian_food_in_the_valley,0.5629218430
great_atmosphere,0.5629180537
a_belly_dancer,0.5617686584
my_water_glass,0.5615733359
is_my_favorite_indian_restaurant,0.5606641188
a_great_indian_restaurant,0.5586436584
indian_restaurant,0.5562907113
chai_tea,0.5540033122
super_nice,0.5527334972
love_the_chicken,0.5526448373
highly_recommend,0.5495604296
my_taste_buds,0.5441024057
indian_restaurants_in_vegas,0.5432031730
bit_dry,0.5428790936
